trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.5, 'e': 0.7191736667267633}",25,0,-16.891289680283407,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
735,False,"{'a': 0.5, 'e': 0.7184450897011917}",25,0,-72.61144217238402,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
736,False,"{'a': 0.5, 'e': 0.7177157236045765}",25,10,-48.57719513174605,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.7169855692379834}",20,0,-73.60426124439982,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
738,False,"{'a': 0.5, 'e': 0.7162546274033438}",30,0,-24.66533223205171,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
739,False,"{'a': 0.5, 'e': 0.7155228989034537}",30,6,-81.57490874059363,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 1}",1
740,False,"{'a': 0.5, 'e': 0.7147903845419737}",20,0,2.5405208841119817,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
741,False,"{'a': 0.5, 'e': 0.714057085123427}",25,0,-62.2082125523464,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
742,False,"{'a': 0.5, 'e': 0.7133230014531994}",20,8,-31.276278445185696,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.7125881343375375}",25,10,-82.75096176942681,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
744,False,"{'a': 0.5, 'e': 0.7118524845835491}",20,0,-121.50508977010371,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
745,False,"{'a': 0.5, 'e': 0.711116052999201}",25,0,18.231200773942152,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
746,False,"{'a': 0.5, 'e': 0.7103788403933189}",20,2,-82.0249221764874,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 1}",1
747,False,"{'a': 0.5, 'e': 0.7096408475755863}",20,0,-79.09254631188576,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
748,False,"{'a': 0.5, 'e': 0.7089020753565435}",20,0,-95.29661707108221,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
749,False,"{'a': 0.5, 'e': 0.7081625245475871}",20,0,-131.79946920862005,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
750,False,"{'a': 0.5, 'e': 0.7074221959609684}",25,11,-126.13356173636339,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 3}",1
751,False,"{'a': 0.5, 'e': 0.7066810904097934}",25,0,-53.14614333143656,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
752,False,"{'a': 0.5, 'e': 0.7059392087080211}",20,9,-62.32086457389936,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
753,False,"{'a': 0.5, 'e': 0.705196551670463}",20,14,7.08274537289295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.7044531201127825}",25,0,-68.45676044073052,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
755,False,"{'a': 0.5, 'e': 0.703708914851493}",25,0,-59.129442245589296,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
756,False,"{'a': 0.5, 'e': 0.7029639367039583}",25,0,-51.5898552962151,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
757,False,"{'a': 0.5, 'e': 0.7022181864883906}",25,0,-71.3055943903775,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
758,False,"{'a': 0.5, 'e': 0.7014716650238506}",20,0,-74.41739718116511,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
759,False,"{'a': 0.5, 'e': 0.7007243731302454}",30,0,-153.61547499447266,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.6999763116283289}",20,5,-7.447790159515547,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.6992274813396995}",20,0,-2.317944134594156,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
762,False,"{'a': 0.5, 'e': 0.6984778830868008}",20,4,-5.00892407167849,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.6977275176929196}",25,12,-0.15023859929092698,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.6969763859821848}",25,0,-154.67200044608597,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
765,False,"{'a': 0.5, 'e': 0.6962244887795674}",30,0,-21.896876332195877,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
766,False,"{'a': 0.5, 'e': 0.6954718269108792}",20,0,-78.14305493544474,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
767,False,"{'a': 0.5, 'e': 0.6947184012027715}",25,0,-38.13474621411192,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
768,False,"{'a': 0.5, 'e': 0.6939642124827347}",25,0,-130.80572437560608,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
769,False,"{'a': 0.5, 'e': 0.6932092615790972}",20,0,-74.75751658220761,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
770,False,"{'a': 0.5, 'e': 0.6924535493210245}",25,0,-84.8935817449624,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
771,False,"{'a': 0.5, 'e': 0.6916970765385184}",20,13,-11.319176063538988,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.6909398440624159}",20,0,-69.87398114339095,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
773,False,"{'a': 0.5, 'e': 0.6901818527243884}",35,0,-87.6854967346603,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
774,False,"{'a': 0.5, 'e': 0.6894231033569407}",25,0,-67.6567669223057,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 0}",0
775,False,"{'a': 0.5, 'e': 0.6886635967934102}",20,3,2.783669122441416,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.6879033338679659}",25,4,-1.7401607832859636,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.6871423154156076}",25,14,-55.301444803203424,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
778,False,"{'a': 0.5, 'e': 0.6863805422721646}",20,9,-87.69617342254034,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 1}",1
779,False,"{'a': 0.5, 'e': 0.6856180152742957}",20,2,-9.571495977047629,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.6848547352594869}",30,0,-100.17841526644396,"{0: 20, 1: 5, 2: 2, 3: 2, 4: 1}",0
781,False,"{'a': 0.5, 'e': 0.6840907030660519}",20,12,5.410185382987994,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.6833259195331302}",20,0,-101.36716551078844,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
783,False,"{'a': 0.5, 'e': 0.6825603855006863}",30,0,-83.62241235433775,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
784,False,"{'a': 0.5, 'e': 0.6817941018095094}",25,0,-150.99119808340637,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
785,False,"{'a': 0.5, 'e': 0.6810270693012119}",30,0,-296.9754538726237,"{0: 12, 1: 3, 2: 9, 3: 2, 4: 4}",0
786,False,"{'a': 0.5, 'e': 0.6802592888182285}",30,0,-58.77410931752879,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
787,False,"{'a': 0.5, 'e': 0.6794907612038156}",20,0,-153.13836903641194,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",1
788,False,"{'a': 0.5, 'e': 0.67872148730205}",25,0,-59.37139489519876,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
789,False,"{'a': 0.5, 'e': 0.6779514679578281}",25,0,-137.6124933060143,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
790,False,"{'a': 0.5, 'e': 0.6771807040168655}",35,0,-61.74942613228787,"{0: 25, 1: 3, 2: 6, 3: 1, 4: 0}",0
791,False,"{'a': 0.5, 'e': 0.6764091963256949}",25,0,-42.872469978181584,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
792,False,"{'a': 0.5, 'e': 0.6756369457316663}",25,0,-132.2122628219136,"{0: 15, 1: 3, 2: 2, 3: 4, 4: 1}",0
793,False,"{'a': 0.5, 'e': 0.6748639530829457}",20,0,-17.855692703290366,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
794,False,"{'a': 0.5, 'e': 0.6740902192285136}",25,0,-158.8559731696447,"{0: 16, 1: 4, 2: 0, 3: 2, 4: 3}",0
795,False,"{'a': 0.5, 'e': 0.6733157450181654}",20,0,-61.15903809279723,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
796,False,"{'a': 0.5, 'e': 0.6725405313025087}",25,11,-4.076385138887684,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.6717645789329639}",20,12,-19.843392971226088,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.6709878887617626}",20,0,-118.38097255421886,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
799,False,"{'a': 0.5, 'e': 0.6702104616419465}",30,0,-100.13299519389562,"{0: 22, 1: 2, 2: 2, 3: 3, 4: 1}",0
800,False,"{'a': 0.5, 'e': 0.669432298427367}",20,0,-62.525190283341146,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
801,False,"{'a': 0.5, 'e': 0.6686533999726837}",30,0,-123.18873878506301,"{0: 22, 1: 0, 2: 4, 3: 2, 4: 2}",0
802,False,"{'a': 0.5, 'e': 0.6678737671333637}",25,13,-76.34282806178418,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 1}",1
803,False,"{'a': 0.5, 'e': 0.6670934007656809}",25,6,-57.38518113300236,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.6663123017267149}",20,0,-107.29914405080723,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
805,False,"{'a': 0.5, 'e': 0.6655304708743495}",25,0,-103.65800734214754,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
806,False,"{'a': 0.5, 'e': 0.6647479090672728}",30,0,-28.120289351670202,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
807,False,"{'a': 0.5, 'e': 0.6639646171649752}",20,0,-112.06157776108049,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
808,False,"{'a': 0.5, 'e': 0.6631805960277497}",20,11,-3.018206383144983,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.6623958465166894}",20,0,-55.170340539046606,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
810,False,"{'a': 0.5, 'e': 0.6616103694936879}",25,7,-24.659056282168905,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.6608241658214375}",35,0,-91.45149046091764,"{0: 25, 1: 4, 2: 4, 3: 1, 4: 1}",0
812,False,"{'a': 0.5, 'e': 0.6600372363634291}",20,0,-50.668370803015186,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
813,False,"{'a': 0.5, 'e': 0.6592495819839502}",20,0,-13.793038250869188,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
814,False,"{'a': 0.5, 'e': 0.6584612035480846}",25,0,-59.2245957112434,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
815,False,"{'a': 0.5, 'e': 0.6576721019217115}",25,0,-47.81379496459587,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
816,False,"{'a': 0.5, 'e': 0.6568822779715043}",20,4,-7.386166488844967,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.6560917325649298}",20,0,-82.86462989590459,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
818,False,"{'a': 0.5, 'e': 0.6553004665702469}",20,0,-97.26995734357028,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
819,False,"{'a': 0.5, 'e': 0.6545084808565063}",30,8,-92.27492519187165,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 1}",1
820,False,"{'a': 0.5, 'e': 0.6537157762935488}",25,7,-6.414255696996001,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.6529223537520051}",30,0,-53.4451876335223,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
822,False,"{'a': 0.5, 'e': 0.6521282141032944}",25,0,-43.5103227810843,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
823,False,"{'a': 0.5, 'e': 0.651333358219623}",30,0,-76.91729787795234,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",1
824,False,"{'a': 0.5, 'e': 0.6505377869739845}",20,0,-58.33400859496137,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
825,False,"{'a': 0.5, 'e': 0.6497415012401577}",20,16,3.4049517915747374,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.6489445018927066}",25,0,-37.24217455165348,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
827,False,"{'a': 0.5, 'e': 0.6481467898069784}",25,4,2.847874876211706,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.6473483658591035}",25,10,11.172697465177333,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.6465492309259941}",20,0,-115.9614870074285,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
830,False,"{'a': 0.5, 'e': 0.6457493858853431}",25,6,-121.0047615692754,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 2}",1
831,False,"{'a': 0.5, 'e': 0.6449488316156237}",25,5,-22.09407210174152,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.6441475689960874}",30,0,-72.00709447208622,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
833,False,"{'a': 0.5, 'e': 0.6433455989067643}",25,0,-127.94386767987773,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
834,False,"{'a': 0.5, 'e': 0.6425429222284611}",35,11,-168.97202522067332,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 3}",1
835,False,"{'a': 0.5, 'e': 0.641739539842761}",25,15,1.6631293833510188,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.6409354526320218}",25,2,8.177375730195374,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.6401306614793756}",20,11,-2.540815340857969,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.6393251672687277}",25,0,-68.3327514522963,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
839,False,"{'a': 0.5, 'e': 0.6385189708847556}",30,16,8.108198049340531,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.6377120732129079}",20,0,-108.37699381434862,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
841,False,"{'a': 0.5, 'e': 0.6369044751394034}",25,0,-40.14639890850697,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
842,False,"{'a': 0.5, 'e': 0.6360961775512304}",20,9,10.444153840381668,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.6352871813361449}",20,0,-23.792405583012904,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
844,False,"{'a': 0.5, 'e': 0.6344774873826711}",30,12,-22.231420889513885,"{0: 11, 1: 6, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.6336670965800987}",20,0,-2.3194343380166043,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
846,False,"{'a': 0.5, 'e': 0.632856009818483}",25,13,-81.74322705067189,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
847,False,"{'a': 0.5, 'e': 0.6320442279886441}",25,13,18.217546530396422,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.6312317519821649}",30,0,-164.1483321670249,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
849,False,"{'a': 0.5, 'e': 0.6304185826913911}",20,0,-95.19873001321267,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
850,False,"{'a': 0.5, 'e': 0.6296047210094294}",20,6,-6.1361581687198585,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.6287901678301477}",25,11,-16.453137381686723,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.6279749240481727}",30,0,-22.423151689862692,"{0: 21, 1: 6, 2: 3, 3: 0, 4: 0}",0
853,False,"{'a': 0.5, 'e': 0.6271589905588897}",25,5,-40.82319561735335,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.6263423682584419}",25,6,-54.25398542412433,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.6255250580437286}",25,10,-1.5661275103869066,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.6247070608124049}",25,0,-76.62657946946257,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
857,False,"{'a': 0.5, 'e': 0.6238883774628802}",20,11,13.12789774733825,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.6230690088943177}",35,0,-80.68409108430673,"{0: 25, 1: 3, 2: 4, 3: 3, 4: 0}",0
859,False,"{'a': 0.5, 'e': 0.6222489560066331}",20,9,-52.778485088053806,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
860,False,"{'a': 0.5, 'e': 0.6214282197004937}",20,0,-14.57831426445869,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
861,False,"{'a': 0.5, 'e': 0.6206068008773173}",20,15,-4.886810581968529,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.6197847004392715}",25,5,-10.011684492190128,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.6189619192892724}",30,17,-24.81721760101161,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.6181384583309836}",20,5,3.8074338659087035,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.6173143184688157}",20,2,-40.67556128975923,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
866,False,"{'a': 0.5, 'e': 0.6164895006079245}",30,8,-143.4808047198406,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 3}",1
867,False,"{'a': 0.5, 'e': 0.615664005654211}",20,0,-49.28377977968286,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
868,False,"{'a': 0.5, 'e': 0.6148378345143192}",30,0,-145.5384425228717,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
869,False,"{'a': 0.5, 'e': 0.6140109880956361}",25,0,-30.63838402906942,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.6131834673062907}",25,13,-61.28604657833143,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
871,False,"{'a': 0.5, 'e': 0.6123552730551518}",20,0,-23.53875367199244,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
872,False,"{'a': 0.5, 'e': 0.6115264062518289}",30,2,-92.0691822066572,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 1}",1
873,False,"{'a': 0.5, 'e': 0.6106968678066692}",25,0,-83.22090131943624,"{0: 15, 1: 7, 2: 1, 3: 1, 4: 1}",0
874,False,"{'a': 0.5, 'e': 0.6098666586307583}",20,0,-58.184645230169735,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
875,False,"{'a': 0.5, 'e': 0.6090357796359179}",20,0,-69.39001754530778,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
876,False,"{'a': 0.5, 'e': 0.608204231734706}",20,1,-73.60946871998243,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
877,False,"{'a': 0.5, 'e': 0.6073720158404146}",30,0,-165.8322549307942,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
878,False,"{'a': 0.5, 'e': 0.6065391328670697}",35,0,-23.208494761134556,"{0: 29, 1: 2, 2: 3, 3: 1, 4: 0}",0
879,False,"{'a': 0.5, 'e': 0.6057055837294301}",25,14,-55.19198347786793,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
880,False,"{'a': 0.5, 'e': 0.6048713693429859}",30,13,-63.8047093283673,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
881,False,"{'a': 0.5, 'e': 0.6040364906239581}",20,10,-2.359786485940626,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.6032009484892972}",20,0,8.096441497264943,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
883,False,"{'a': 0.5, 'e': 0.6023647438566825}",20,7,-66.87304308395434,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 1}",1
884,False,"{'a': 0.5, 'e': 0.6015278776445205}",25,14,-26.104656250611356,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
885,False,"{'a': 0.5, 'e': 0.600690350771945}",25,4,-37.178985942621715,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.5998521641588149}",20,10,11.277989834032075,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.5990133187257137}",20,11,-26.2855769222947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
888,False,"{'a': 0.5, 'e': 0.5981738153939488}",20,0,-59.35767218561128,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
889,False,"{'a': 0.5, 'e': 0.5973336550855498}",20,0,-42.49328850989291,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
890,False,"{'a': 0.5, 'e': 0.5964928387232682}",25,2,-13.83168046855238,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
891,False,"{'a': 0.5, 'e': 0.5956513672305758}",25,0,15.633720667849307,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
892,False,"{'a': 0.5, 'e': 0.594809241531664}",30,0,-75.3569424953615,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
893,False,"{'a': 0.5, 'e': 0.5939664625514428}",25,0,-13.138398849824078,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
894,False,"{'a': 0.5, 'e': 0.5931230312155396}",20,14,2.9412934899342718,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.5922789484502984}",20,0,-22.080530592689477,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
896,False,"{'a': 0.5, 'e': 0.5914342151827784}",30,6,8.860373431523227,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.5905888323407538}",25,0,-34.093775012941514,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
898,False,"{'a': 0.5, 'e': 0.5897428008527115}",25,0,-54.288840515924484,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
899,False,"{'a': 0.5, 'e': 0.5888961216478514}",25,14,-75.84778222687767,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 1}",1
900,False,"{'a': 0.5, 'e': 0.5880487956560845}",30,9,-95.0984815417689,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 2}",1
901,False,"{'a': 0.5, 'e': 0.5872008238080322}",20,8,0.4882620463188694,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.5863522070350253}",20,0,-103.79121795723708,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
903,False,"{'a': 0.5, 'e': 0.585502946269103}",20,0,-8.41450495289348,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
904,False,"{'a': 0.5, 'e': 0.5846530424430118}",20,0,-173.79813178651082,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
905,False,"{'a': 0.5, 'e': 0.583802496490204}",20,3,-21.54099090477993,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.582951309344838}",30,18,3.18575476881763,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.5820994819417755}",20,0,-12.38461683166056,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
908,False,"{'a': 0.5, 'e': 0.5812470152165823}",30,0,-108.1881616603512,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
909,False,"{'a': 0.5, 'e': 0.5803939101055257}",25,0,-42.206248745840604,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
910,False,"{'a': 0.5, 'e': 0.5795401675455742}",25,0,-101.21711951907812,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
911,False,"{'a': 0.5, 'e': 0.578685788474397}",30,0,-76.45915490100008,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
912,False,"{'a': 0.5, 'e': 0.5778307738303616}",30,0,-81.1874723164408,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
913,False,"{'a': 0.5, 'e': 0.5769751245525343}",30,14,-75.97814437852524,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
914,False,"{'a': 0.5, 'e': 0.5761188415806776}",30,0,-27.114349200691283,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
915,False,"{'a': 0.5, 'e': 0.5752619258552507}",25,0,-78.35243833204834,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",1
916,False,"{'a': 0.5, 'e': 0.5744043783174074}",25,6,-11.66781258499394,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.5735461999089956}",30,6,-79.34034787336083,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 1}",1
